panel,record,block,route_columns,site_count,route,origin_segment,support_sites,field_t,field_normalized,field_scale,method,series,channels,total_capture_mean,ci95_low,ci95_high,n_cells,broadcast,spatial,unexplained,root_id,ancestry_total_capture,surrogate_mean,ancestry_minus_surrogate,fraction_surrogates_ge,n_replicates,control,residual_pp,residual_lo,residual_hi,total_pp,total_lo,total_hi,cells_positive,wiring_pct,dictionary_rank,cell_difference_pp,cohort,residual_capture,cell_residual_capture
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136619341965,,,,,,,,,,,,,,,,,v661,,0.8884080475228211
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136663284190,,,,,,,,,,,,,,,,,v661,,0.8754733678533304
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136673975943,,,,,,,,,,,,,,,,,v661,,0.6101477043461814
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691136953057759,,,,,,,,,,,,,,,,,v661,,0.5677129128877959
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,864691137197373249,,,,,,,,,,,,,,,,,v661,,0.9206719666229322
H,,,,,,,,,,,common + ancestry,Ancestry,,,0.9463787978361914,0.9903264015912324,8.0,,,,,,,,,,,,,,,,,,,,,pinky,0.9699124974441449,
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349531254,,,,,,,,,,,,,,,,,pinky,,0.9158570369704064
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349538278,,,,,,,,,,,,,,,,,pinky,,0.9734733657982282
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349538440,,,,,,,,,,,,,,,,,pinky,,0.9856699909766004
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349538466,,,,,,,,,,,,,,,,,pinky,,0.9673286480210518
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349539333,,,,,,,,,,,,,,,,,pinky,,0.9999866131619476
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349539366,,,,,,,,,,,,,,,,,pinky,,0.9998935591480012
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349539785,,,,,,,,,,,,,,,,,pinky,,0.9963765369637329
H,,,,,,,,,,,common + ancestry,Ancestry,,,,,,,,,648518346349539864,,,,,,,,,,,,,,,,,pinky,,0.9207142285131902
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,0.7436335381776008,0.9008083640263934,8.0,,,,,,,,,,,,,,,,,,,,,pinky,0.8259216029178379,
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349531254,,,,,,,,,,,,,,,,,pinky,,0.8271296583975412
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349538278,,,,,,,,,,,,,,,,,pinky,,0.7506816830451345
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349538440,,,,,,,,,,,,,,,,,pinky,,0.5990641456407909
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349538466,,,,,,,,,,,,,,,,,pinky,,0.8101109266403591
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349539333,,,,,,,,,,,,,,,,,pinky,,0.9577606754926284
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349539366,,,,,,,,,,,,,,,,,pinky,,0.9388190720272536
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349539785,,,,,,,,,,,,,,,,,pinky,,0.9486677782058957
H,,,,,,,,,,,common + surrogate ancestry,Surrogate tree,,,,,,,,,648518346349539864,,,,,,,,,,,,,,,,,pinky,,0.7751388838930997
H,,,,,,,,,,,common + depth bins,Depth bins,,,0.4220799960337476,0.6461795405811465,8.0,,,,,,,,,,,,,,,,,,,,,pinky,0.5412176133878849,
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349531254,,,,,,,,,,,,,,,,,pinky,,0.6730753164062517
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349538278,,,,,,,,,,,,,,,,,pinky,,0.6332894816818742
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349538440,,,,,,,,,,,,,,,,,pinky,,0.5501003170094947
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349538466,,,,,,,,,,,,,,,,,pinky,,0.7486312952954325
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349539333,,,,,,,,,,,,,,,,,pinky,,0.5861669111218543
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349539366,,,,,,,,,,,,,,,,,pinky,,0.2488308470050267
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349539785,,,,,,,,,,,,,,,,,pinky,,0.2971137530382052
H,,,,,,,,,,,common + depth bins,Depth bins,,,,,,,,,648518346349539864,,,,,,,,,,,,,,,,,pinky,,0.5925329855449396
H,,,,,,,,,,,common + random routes,Random routes,,,0.5768427362953635,0.8093750461095703,8.0,,,,,,,,,,,,,,,,,,,,,pinky,0.6958771531745547,
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349531254,,,,,,,,,,,,,,,,,pinky,,0.7712272851825577
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349538278,,,,,,,,,,,,,,,,,pinky,,0.5205643473044907
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349538440,,,,,,,,,,,,,,,,,pinky,,0.3931598991330201
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349538466,,,,,,,,,,,,,,,,,pinky,,0.7569711138426425
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349539333,,,,,,,,,,,,,,,,,pinky,,0.8421288975721049
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349539366,,,,,,,,,,,,,,,,,pinky,,0.637169667078128
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349539785,,,,,,,,,,,,,,,,,pinky,,0.961259829016688
H,,,,,,,,,,,common + random routes,Random routes,,,,,,,,,648518346349539864,,,,,,,,,,,,,,,,,pinky,,0.6845361862668057
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,0.9882556470492195,0.9998617588061925,8.0,,,,,,,,,,,,,,,,,,,,,pinky,0.99513282292428,
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349531254,,,,,,,,,,,,,,,,,pinky,,0.989689492259848
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349538278,,,,,,,,,,,,,,,,,pinky,,0.9999877254586894
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349538440,,,,,,,,,,,,,,,,,pinky,,0.9988940705084172
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349538466,,,,,,,,,,,,,,,,,pinky,,0.9724912964899451
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349539333,,,,,,,,,,,,,,,,,pinky,,1.0
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349539366,,,,,,,,,,,,,,,,,pinky,,0.9999999999803744
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349539785,,,,,,,,,,,,,,,,,pinky,,1.0
H,,,,,,,,,,,common-constrained SVD,SVD oracle,,,,,,,,,648518346349539864,,,,,,,,,,,,,,,,,pinky,,0.999999998696966
